"tipo_producto","marca","nombre_comercial","denominacion_venta","rnpa",""
"33","Cerealitas","No registra","Galletas de arroz, libre de gluten ","02-514894",""
"33","Express","No registra","Galletas de arroz libre de gluten","02-560323",""
"33","Gallo","No registra","Galleta de arroz integral con sal marina libre de gluten","02-524223",""
"33","Gallo","No registra","Galleta de arroz integral dietéticas - Libre de gluten ","02-533877",""
"33","Gallo Snacks","No registra","Bizcochos de arroz dulces - libre de gluten","02-584342 ",""
"33","Gallo Snacks","No registra","Oblea dulce de arroz sabor limón - Libre de gluten","02-584814 ",""
"33","Gallo Snacks","No registra","Bizcochos de arroz salados libre de gluten","02-585011 ",""
"33","Gallo Snacks","No registra","Bizcochos de arroz dulce - Libre de gluten","02-589012",""
"33","Gallo Snacks","No registra","Oblea dulce de arroz con relleno con maní cubierta con baño de repostería con leche - Libre de gluten","02-591505",""
"33","Gallo Snacks","No registra","Oblea dulce de arroz sabor limón cubierta con baño de repostería semiamargo - Libre de gluten","02-591844",""
"33","Insieme","No registra","Galletas de arroz integral con agregado de sal - Libre de gluten - Sin TACC","02-572308",""
"33","Kapac","No registra","Galletitas sabor pizza libres de gluten (Sin TACC)","02-569512",""
"33","Kapac","No registra","Galletitas sabor queso, libre de gluten (Sin TACC)","02-569515",""
"33","Kapac","No registra","Galletitas dulces con sabor a vainilla, libres de gluten - Sin TACC ","02-569518",""
"33","Kapac","No registra","Vainillas, libres de gluten - Sin TACC ","02-569546",""
"33","Kapac","No registra","Galletitas dulces con chips de chocolate, libres de gluten - Sin TACC ","02-569549",""
"33","Kapac","No registra","Galletitas dulces rellenas con sabor a limón, libres de gluten -Sin TACC ","02-569550",""
"33","Kapac","No registra","Galletitas dulces con sabor a chocolate, libres de gluten - Sin TACC ","02-569551",""
"33","Kapac","No registra","Galletitas saladas sabor jamón ahumado, libre de gluten. Snack 24 horas jamón ahumado, fortificado con vitaminas.","02-591893",""
"33","Kapac","No registra","Galletitas de chocolate rellenas con crema de vainilla, libre de gluten. Fortificado con vitaminas.","02-591898",""
"33","Kapac - Mantequitas","No registra","Galletitas dulces con sabor a vainilla, libres de gluten - Sin TACC","02-569524",""
"33","Kapac - Pepas","No registra","Galletitas dulces con mermelada de membrillo, libre de gluten - Sin TACC ","02-569544",""
"33","Kapac - Scones","No registra","Galletitas dulces sabor a vainilla, libre de gluten - Sin TACC ","02-569548",""
"33","Lulemuu","No registra","Galletas de arroz cubiertas con baño de repostería semiamargo light - Tapas- Libre de gluten","02-578802",""
"33","Lulemuu","No registra","Bizcochos de arroz dulces - Libre de gluten","02-588568",""
"36","Argenlac","No registra","Leche parcialmente descremada UAT homogeneizado, fortificado con vitaminas A y D - Libre de gluten - Sin TACC ","02-570401",""
"36","Armonia","No registra","Leche entera UAT homogeneizada, fortificada con vitaminas A y D, libre de gluten- Sin TACC","02-570331",""
"36","Armonía","No registra","Leche entera ultrapasteurizada, homogeneizada, fortificada con vitaminas A y D, libre de gluten - Sin TACC ","02-570028",""
"36","Armonía","No registra","Leche parcialmente descremada, ultrapasteurizada, homogenizada, fortificada con vitaminas A y D. Libre de gluten","02-578202",""
"36","Armonía","No registra","Leche parcialmente descremada, UAT homogeneizada fortificada con vitaminas A y D. Libre de gluten","02-579594",""
"36","Armonía","No registra","Leche entera ultrapasteurizada, homogeneizada, fortificada con vitaminas A, D y C libre de gluten ","02-582359",""
"36","Armonía Microfiltrada","No registra","Leche parcialmente descremada UAT homogeneizada, fortificada con vitaminas A, C y D - Libre de gluten ","02-533739",""
"36","Armonía Microfiltrada","No registra","Leche entera UAT (UHT), homogeneizada fortificada con vitaminas A, C y D - Libre de gluten ","02-552420",""
"36","Bodyvida","No registra","Leche entera en polvo - Libre de gluten","02-583950",""
"36","Bodyvida","No registra","Leche descremada en polvo - Libre de gluten","02-583952 ",""
"36","Bodyvida ","No registra","Leche en polvo entera instantánea fortificada con vitaminas A y D - Libre de gluten ","02-533963",""
"36","Bodyvida ","No registra","Leche en polvo descremada instantánea fortificada con vitaminas A y D - Libre de gluten ","02-533994",""
"36","Bodyvida ","No registra","Leche en polvo entera instantánea fortificada con hierro, zinc y vitamina C - Libre de gluten ","02-552980",""
"36","California","No registra","Leche parcialmente descremada U.A.T, libre de gluten","02-554389",""
"36","Carrefour","No registra","Leche entera seleccionada ultrapasteurizada fortificada con vitaminas A, D y C - Libre de gluten ","02-568978",""
"36","Cindor","No registra","Leche UAT seleccionada chocolatada parcialmente descremada homogeneizada - Libre de gluten ","02-510076",""
"36","Cindor","No registra","Leche seleccionada aromatizada parcialmente descremada esterilizada UAT sabor a chocolate amargo. Libre de gluten sin TACC ","02-569291",""
"36","Cindor","No registra","Leche UAT seleccionada chocolatada parcialmente descremada homogeneizada libre de gluten sin TACC ","02-570688",""
"36","Cindor","No registra","Leche UAT seleccionada chocolatada parcialmente descremada homogeneizada fortificada con vitaminas A y D libre de gluten sin TACC ","02-570689",""
"36","Cindor","No registra","Leche UAT seleccionada chocolatada parcialmente descremada homogeneizada fortificada con vitaminas A y D - Libre de gluten","02-579526",""
"36","Ciudad del Lago","No registra","Leche parcialmente descremada, ultrapasteurizada, homogeneizada, fortificada, con vitaminas A y D - Libre de gluten ","02-560985",""
"36","Ciudad del Lago","No registra","Leche entera ultrapasteurizada, homogeneizada, fortificada con vitamina A y D - Libre de gluten ","02-561060",""
"36","Ciudad del Lago","No registra","Leche entera UAT homogeneizada fortificada con vitaminas A y D. Libre de gluten ","02-580274",""
"36","Ciudad del Lago","No registra","Leche parcialmente descremada UAT homogeneizada, fortificada con vitaminas A y D. Libre de gluten ","02-580275",""
"36","Cooperativa Obrera","No registra","Leche entera ultrapasteurizada, homogeneizada, fortificada con vitaminas A y D - Libre de gluten ","02-505569",""
"36","Cooperativa Obrera","No registra","Leche parcialmente descremada UAT homogeneizada fortificada con vitaminas A y D. Libre de gluten.","02-505805",""
"36","Cooperativa Obrera","No registra","Leche parcialmente descremada ultrapasteurizada homogeneizada, fortificada con vitaminas A y D. Libre de gluten ","02-505846",""
"36","Cooperativa Obrera","No registra","Leche entera UAT homogenizada fortificada con vitaminas A y D. Libre de gluten","02-506042",""
"36","Coto","No registra","Leche entera UAT homogeneizada fortificada con vitaminas A y D. Libre de gluten - Sin TACC","02-518884",""
"36","Coto","No registra","Leche parcialmente descremada UAT homogeneizada, fortificada con vitaminas A y D - Libre de gluten ","02-518889",""
"36","Coto","No registra","Leche parcialmente descremada ultrapasteurizada, homogeneizada fortificada con vitaminas A y D, libre de gluten ","02-519024",""
"36","Coto","No registra","Leche entera ultrapasteurizada homogeneizada, fortificada con vitaminas A y D. Libre de gluten - Sin TACC ","02-519025",""
"36","La Suipachense","No registra","Leche entera seleccionada ultrapasteurizada, fortificada con vitaminas A, D y C - Libre de gluten sin TACC ","02-523332",""
"36","La Suipachense","No registra","Leche entera UAT homogeneizada fortificada con vitaminas A y D libre de gluten","02-523883",""
"36","La Suipachense ","No registra","Leche entera pasteurizada fortificada con hierro y vitaminas A y D libre de gluten ","02-515761",""
"36","La Suipachense ","No registra","Leche entera seleccionada homogeneizada ultrapasteurizada fortificada con calcio y vitaminas A, D y C - Libre de gluten ","02-554445",""
"36","La Tandilera ","No registra","Leche parcialmente descremada ultrapasteurizada, homogeneizada, fortificada con vitaminas A y D - Libre de gluten ","02-534024",""
"36","Lácteos del Plata","No registra","Leche entera ultrapasteurizada, homogeneizada libre de gluten","02-581944",""
"36","Las Tres Niñas","No registra","Leche parcialmente descremada ultrapasteurizada homogeneizada fortificada con vitaminas A y D - Libre de gluten ","02-560167",""
"36","Las Tres Niñas","No registra","Leche entera ultrapasteurizada homogeneizada fortificada con vitaminas A y D - Libre de gluten ","02-560178",""
"36","Las Tres Niñas","No registra","Leche UAT entera homogeneizada fortificada con vitaminas A y D - Libre de gluten ","02-560180",""
"36","Las Tres Niñas ","No registra","Leche UAT parcialmente descremada homogeneizada fortificada con vitaminas A y D - Libre de gluten ","02-560136",""
"36","Leyenda","No registra","Leche UAT entera homogeneizada fortificada con vitaminas A y D.  Libre de gluten","02-592915",""
"36","Leyenda","No registra","Leche UAT parcialmente descremada homogeneizada larga vida fortificada con vitaminas A y D. Libre de gluten","21-041145",""
"36","Loncoleche","No registra","Leche entera pasteurizada fortificada con hierro y vitaminas A y D - Libre de gluten ","02-568624",""
"36","Lovely","No registra","Infusión de hierbas a base de rooibos, pétalos de rosa, rosa mosqueta y lavanda sabor vainilla - Libre de gluten","02-589327",""
"36","Martona","No registra","Leche entera en polvo fortificada con hierro, zinc y vitamina C - Libre de gluten","02-530193",""
"36","Martona","No registra","Leche entera en polvo - Libre de gluten","02-555235",""
"36","Martona ","No registra","Leche en polvo entera instantánea fortificada con hierro y vitaminas A y D - Libre de gluten ","02-508819",""
"36","Martona ","No registra","Leche en polvo entera fortificada con hierro y vitamina A y D. Libre de gluten, Sin TACC ","02-520495",""
"36","Mastellone","No registra","Leche parcialmente descremada, UAT, homogeneizada, fortificada con hierro, calcio y vitaminas A, C y D - Libre de gluten ","02-567903",""
"36","Mastellone","No registra","Leche parcialmente descremada, ultrapasteurizada homogeneizada, fortificada con hierro, calcio y vitaminas A, C y D - Libre de gluten ","02-567904",""
"36","Mastellone","No registra","Leche entera UAT, homogeneizada fortificada con calcio, hierro, vitamina A, D y C - Libre de gluten - Sin TACC","02-570165",""
"36","Molbo ","No registra","Leche entera ultrapasteurizada homogeneizada fortificada con vitaminas A y D - Libre de gluten ","02-510163",""
"36","Nácar","No registra","Alimento a base de leche entera y azúcar instantáneo - Libre de gluten","02-560185 ",""
"36","Sancor","No registra","Leche entera ultrapasteurizada homogeneizada fortificada con calcio y vitaminas A y D - Libre de gluten ","02-553846",""
"36","Sancor","No registra","Leche entera ultrapasteurizada, homogeneizada, fortificada con vitaminas A y D - Libre de gluten ","02-560566",""
"36","Sancor","No registra","Leche entera pasteurizada homogeneizada fortificada con hierro y vitaminas A y D- Libre de gluten","02-561316",""
"36","Sancor ","No registra","Leche parcialmente descremada ultrapasteurizada homogeneizada fortificada con calcio y vitaminas A y D - Libre de gluten ","02-560075",""
"36","Ser","No registra","Leche descremada ultrapasteurizada, fortificada con calcio y vitaminas A, C y D con fibras soluble - Libre de gluten ","02-533704",""
"36","Ser ","No registra","Leche en polvo descremada instantánea fortificada con vitaminas A y D, libre de gluten ","02-508673",""
"36","Serecol - Mastellone","No registra","Leche parcialmente descremada, homogeneizada, ultrapasteurizada, con fitoesteroles y ácidos grasos omega 3, fortificado con vitamina a, d y e - Libre de gluten","02-571781",""
"36","Serenito","No registra","Leche chocolatada parcialmente descremada UAT seleccionada homogeneizada - Libre de gluten ","02-552448",""
"36","Spraymilk","No registra","Leche en polvo entera instantánea fortificada con vitaminas A y D - Libre de gluten","02-560160 ",""
"41","Dánica","No registra","Alimento para untar libre de gluten ","02-580459",""
"41","Dánica ","No registra","Margarina sin colesterol, libre de gluten ","02-504022",""
"41","Dánica ","No registra","Margarina muy baja en sodio, sin colesterol. Libre de gluten ","02-533973",""
"41","Dánica Dorada","No registra","Margarina con sal, sin colesterol, libre de gluten ","02-527404",""
"41","Dánica Dorada","No registra","Alimento para untar. Libre de gluten ","02-580460",""
"41","Dánica Dorada ","No registra","Margarina sin colesterol, libre de gluten ","02-527245",""
"41","Dánica Dorada Light","No registra","Margarina reducida en calorías, sin colesterol, libre de gluten - Para untar","02-529269",""
